"html_file","ref_clean","image_name","image_relpath","image_fullpath","context_snippet","match_type"
"C:\Ispol\util\Ayuda\OL_ffcc_plataforma.html","Imagenes/icono_ispol.png","icono_ispol.png","Imagenes\icono_ispol.png","C:\Ispol\util\Ayuda\Imagenes\icono_ispol.png","rc=""Imagenes/home_button.jpg"" name=""Inicio"" id=""Inicio"" /></a> <a href=""http://www.istram.net/index.php?opcion=11""><img src=""Imagenes/icono_ispol.png"" border=""0"" height=""30"" width=""30"" /></a> <a href=""mailto:soporte@istram.net?subjec","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_plataforma.html","Imagenes/help.png","help.png","Imagenes\help.png","C:\Ispol\util\Ayuda\Imagenes\help.png","l.png"" border=""0"" height=""30"" width=""30"" /></a> <a href=""mailto:soporte@istram.net?subject=Soporte%20ISPOL""><img src=""Imagenes/help.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.youtube.com/user/Buhodra""><img src","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_plataforma.html","Imagenes/icono-youtube_30x30.png","icono-youtube_30x30.png","Imagenes\icono-youtube_30x30.png","C:\Ispol\util\Ayuda\Imagenes\icono-youtube_30x30.png","mg src=""Imagenes/help.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.youtube.com/user/Buhodra""><img src=""Imagenes/icono-youtube_30x30.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.facebook.com/board.","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_plataforma.html","Imagenes/facebook30x30.png","facebook30x30.png","Imagenes\facebook30x30.png","C:\Ispol\util\Ayuda\Imagenes\facebook30x30.png","a> <a href=""http://www.facebook.com/board.php?uid=172144086144018#%21/pages/Buhodra-Ingenieria-SA/172144086144018""><img src=""Imagenes/facebook30x30.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://twitter.com/IstramBuho","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_plataforma.html","Imagenes/twitter.png","twitter.png","Imagenes\twitter.png","C:\Ispol\util\Ayuda\Imagenes\twitter.png","nes/facebook30x30.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://twitter.com/IstramBuhodra""><img src=""Imagenes/twitter.png"" border=""0"" height=""30"" width=""30"" /></a></span> </td> </tr> </tbody> </table>","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_plataforma.html","Imagenes/modelo_plataforma.png","modelo_plataforma.png","Imagenes\modelo_plataforma.png","C:\Ispol\util\Ayuda\Imagenes\modelo_plataforma.png","style=""width: 694px;"" class=""obsolete Parrafo""><br /><img style=""width: 336px; height: 280px; margin-left: 7px;"" alt="""" src=""Imagenes/modelo_plataforma.png"" align=""right"" />Este menú se centra en definir la plataforma ferroviaria por tramos","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_plataforma.html","Imagenes/galiboRT_ejemplo.png","galiboRT_ejemplo.png","Imagenes\galiboRT_ejemplo.png","C:\Ispol\util\Ayuda\Imagenes\galiboRT_ejemplo.png","tranqueos.<br /> <br /> <div style=""text-align: center;""><img style=""width: 608px; height: 438px;"" alt="""" src=""Imagenes/galiboRT_ejemplo.png"" /><br /> </div> <div style=""text-align: center;""><span class","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_plataforma.html","Imagenes/menu_plataforma.png","menu_plataforma.png","Imagenes\menu_plataforma.png","C:\Ispol\util\Ayuda\Imagenes\menu_plataforma.png","pan></a>).<br /> <br /> <div style=""text-align: center;""><img style=""width: 631px; height: 316px;"" alt="""" src=""Imagenes/menu_plataforma.png"" /><br /> </div> <br /> Es posible utilizar la opción <span style=""font","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_plataforma.html","Imagenes/plat_ffcc_cambio_eje.png","plat_ffcc_cambio_eje.png","Imagenes\plat_ffcc_cambio_eje.png","C:\Ispol\util\Ayuda\Imagenes\plat_ffcc_cambio_eje.png","</tr> </tbody> </table> <br /> <img style=""width: 261px; height: 54px;"" alt="""" src=""Imagenes/plat_ffcc_cambio_eje.png"" align=""right"" hspace=""6"" />Desde este menú podremos cambiar de eje sin necesidad","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/home_button.jpg","home_button.jpg","Imagenes\home_button.jpg","C:\Ispol\util\Ayuda\Imagenes\home_button.jpg","<td><span class=""Parrafo""> <a href=""index.html""><img style=""border: 0px solid ; width: 33px; height: 33px;"" alt="""" src=""Imagenes/home_button.jpg"" name=""Inicio"" id=""Inicio"" /></a> <a href=""http://www.istram.net/index.php?opcion=11""><img","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/icono_ispol.png","icono_ispol.png","Imagenes\icono_ispol.png","C:\Ispol\util\Ayuda\Imagenes\icono_ispol.png","rc=""Imagenes/home_button.jpg"" name=""Inicio"" id=""Inicio"" /></a> <a href=""http://www.istram.net/index.php?opcion=11""><img src=""Imagenes/icono_ispol.png"" border=""0"" height=""30"" width=""30"" /></a> <a href=""mailto:soporte@istram.net?subjec","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/help.png","help.png","Imagenes\help.png","C:\Ispol\util\Ayuda\Imagenes\help.png","l.png"" border=""0"" height=""30"" width=""30"" /></a> <a href=""mailto:soporte@istram.net?subject=Soporte%20ISPOL""><img src=""Imagenes/help.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.youtube.com/user/Buhodra""><img src","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/icono-youtube_30x30.png","icono-youtube_30x30.png","Imagenes\icono-youtube_30x30.png","C:\Ispol\util\Ayuda\Imagenes\icono-youtube_30x30.png","mg src=""Imagenes/help.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.youtube.com/user/Buhodra""><img src=""Imagenes/icono-youtube_30x30.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.facebook.com/board.","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/facebook30x30.png","facebook30x30.png","Imagenes\facebook30x30.png","C:\Ispol\util\Ayuda\Imagenes\facebook30x30.png","a> <a href=""http://www.facebook.com/board.php?uid=172144086144018#%21/pages/Buhodra-Ingenieria-SA/172144086144018""><img src=""Imagenes/facebook30x30.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://twitter.com/IstramBuho","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/twitter.png","twitter.png","Imagenes\twitter.png","C:\Ispol\util\Ayuda\Imagenes\twitter.png","nes/facebook30x30.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://twitter.com/IstramBuhodra""><img src=""Imagenes/twitter.png"" border=""0"" height=""30"" width=""30"" /></a></span> </td> </tr> </tbody> </table>","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/modelo_via_y_traviesa.png","modelo_via_y_traviesa.png","Imagenes\modelo_via_y_traviesa.png","C:\Ispol\util\Ayuda\Imagenes\modelo_via_y_traviesa.png","tyle=""text-align: center;""><span class=""Parrafo""><span class=""Parrafo""><img style=""width: 450px; height: 450px;"" alt="""" src=""Imagenes/modelo_via_y_traviesa.png"" /></span></span><br /> <span class=""Parrafo""><span class=""Parrafo""></spa","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/icono_tic.png","icono_tic.png","Imagenes\icono_tic.png","C:\Ispol\util\Ayuda\Imagenes\icono_tic.png","> Cota de Rasante: </span>Se admiten dos opciones<br /> <img style=""width: 16px; height: 15px;"" alt=""icono_tic"" src=""Imagenes/icono_tic.png"" hspace=""2"" /> <span class=""Parf_negrita"">Cara Activa del Carril: </span>Posición del hilo b","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/icono_tic.png","icono_tic.png","Imagenes\icono_tic.png","C:\Ispol\util\Ayuda\Imagenes\icono_tic.png","asante en la posición de la cara activa del carril<br /> <img style=""width: 17px; height: 16px;"" alt=""icono tic"" src=""Imagenes/icono_tic.png"" hspace=""2"" />&nbsp;<span class=""Parf_negrita"">Punto de Cálculo de Peralte:</span> Ejemplo,","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/ffcc_viatraviesa_rasante.png","ffcc_viatraviesa_rasante.png","Imagenes\ffcc_viatraviesa_rasante.png","C:\Ispol\util\Ayuda\Imagenes\ffcc_viatraviesa_rasante.png","a este punto.<br /><br /><br /> <img style=""width: 600px; height: 257px;"" alt=""imagen_ffcc_viatraviesa_peralte"" src=""Imagenes/ffcc_viatraviesa_rasante.png"" /><br /> <br /><br /></span></span></span></span><span class=""Parrafo","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/ffcc_viatraviesa_simb_peralt.png","ffcc_viatraviesa_simb_peralt.png","Imagenes\ffcc_viatraviesa_simb_peralt.png","C:\Ispol\util\Ayuda\Imagenes\ffcc_viatraviesa_simb_peralt.png","n en el perfil con un símbolo visible [Peralte_FFCC].<br /><br />&nbsp;<img style=""width: 120px; height: 36px;"" alt="""" src=""Imagenes/ffcc_viatraviesa_simb_peralt.png"" /><br /> </span></span></span></span><br /><br /><span class=""Par","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/via_traviesa_geom_trav.png","via_traviesa_geom_trav.png","Imagenes\via_traviesa_geom_trav.png","C:\Ispol\util\Ayuda\Imagenes\via_traviesa_geom_trav.png","rafo""><span class=""Parrafo""><span class=""Parrafo""><span class=""Parrafo""><img style=""width: 242px; height: 53px;"" alt="""" src=""Imagenes/via_traviesa_geom_trav.png"" /></span></span></span></span><br /><span class=""Parrafo""><span class=""Parrafo","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/icono_traviesa.png","icono_traviesa.png","Imagenes\icono_traviesa.png","C:\Ispol\util\Ayuda\Imagenes\icono_traviesa.png",".tvs</span>, que se pueden generar y modificar desde la Herramienta&nbsp;<img style=""width: 17px; height: 17px;"" alt="""" src=""Imagenes/icono_traviesa.png"" /> .<br /><br />Hay dos tipos de geometrías:<br /></span></span></span></span><ul><li>","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/placa_rheda_peralt_e1.png","placa_rheda_peralt_e1.png","Imagenes\placa_rheda_peralt_e1.png","C:\Ispol\util\Ayuda\Imagenes\placa_rheda_peralt_e1.png","tyle=""text-align: center;""><span class=""Parrafo""><span class=""Parrafo""><img style=""width: 382px; height: 140px;"" alt="""" src=""Imagenes/placa_rheda_peralt_e1.png"" /></span></span><br /> <span class=""Parrafo""><span class=""Parrafo"">","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/simbolos_traviesas.png","simbolos_traviesas.png","Imagenes\simbolos_traviesas.png","C:\Ispol\util\Ayuda\Imagenes\simbolos_traviesas.png","de Garganta&nbsp; utilizado en tranvías.<br /> <br /> <img style=""width: 78px; height: 144px;"" alt="""" src=""Imagenes/simbolos_traviesas.png"" align=""right"" hspace=""4"" /><span class=""Parrafo"">Para la representación gráfica de","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/esquema_carril.png","esquema_carril.png","Imagenes\esquema_carril.png","C:\Ispol\util\Ayuda\Imagenes\esquema_carril.png","el menú (ídem para la traviesa). <br /><br /></span><img style=""width: 295px; height: 197px; margin-left: 7px;"" alt="""" src=""Imagenes/esquema_carril.png"" align=""right"" /><span class=""Parrafo"">Para el caso de la inserción de carriles con un","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/esquema_traviesa_dcha.png","esquema_traviesa_dcha.png","Imagenes\esquema_traviesa_dcha.png","C:\Ispol\util\Ayuda\Imagenes\esquema_traviesa_dcha.png","olo esté correctamente definido. <br /><br /></span><img style=""width: 292px; height: 84px; margin-right: 7px;"" alt="""" src=""Imagenes/esquema_traviesa_dcha.png"" align=""left"" /><span class=""Parrafo"">En este caso se ha asignado un canto de t","exact_path"
"C:\Ispol\util\Ayuda\OL_ffcc_via_traviesa.html","Imagenes/carril.png","carril.png","Imagenes\carril.png","C:\Ispol\util\Ayuda\Imagenes\carril.png","a tabla.<br /> <br /> <div style=""text-align: center;""><img style=""width: 632px; height: 237px;"" alt="""" src=""Imagenes/carril.png"" /><br /> </div> <span class=""Parrafo""><span class=""Parrafo""><span class=""Parrafo","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/home_button.jpg","home_button.jpg","Imagenes\home_button.jpg","C:\Ispol\util\Ayuda\Imagenes\home_button.jpg","der=""0"" cellpadding=""0"" width=""700""> <tbody> <tr> <td><span class=""Parrafo""> <a href=""index.html""><img src=""Imagenes/home_button.jpg"" style=""border: 0px solid ; width: 33px; height: 33px;"" alt="""" name=""Inicio"" id=""Inicio"" /","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/icono_ispol.png","icono_ispol.png","Imagenes\icono_ispol.png","C:\Ispol\util\Ayuda\Imagenes\icono_ispol.png",": 33px; height: 33px;"" alt="""" name=""Inicio"" id=""Inicio"" /></a> <a href=""http://www.istram.net/index.php?opcion=11""><img src=""Imagenes/icono_ispol.png"" border=""0"" height=""30"" width=""30"" /></a> <a href=""mailto:soporte@istram.net?subjec","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/help.png","help.png","Imagenes\help.png","C:\Ispol\util\Ayuda\Imagenes\help.png","l.png"" border=""0"" height=""30"" width=""30"" /></a> <a href=""mailto:soporte@istram.net?subject=Soporte%20ISPOL""><img src=""Imagenes/help.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.youtube.com/user/Buhodra""><img src","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/icono-youtube_30x30.png","icono-youtube_30x30.png","Imagenes\icono-youtube_30x30.png","C:\Ispol\util\Ayuda\Imagenes\icono-youtube_30x30.png","mg src=""Imagenes/help.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.youtube.com/user/Buhodra""><img src=""Imagenes/icono-youtube_30x30.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://www.facebook.com/board.","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/facebook30x30.png","facebook30x30.png","Imagenes\facebook30x30.png","C:\Ispol\util\Ayuda\Imagenes\facebook30x30.png","a> <a href=""http://www.facebook.com/board.php?uid=172144086144018#%21/pages/Buhodra-Ingenieria-SA/172144086144018""><img src=""Imagenes/facebook30x30.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://twitter.com/IstramBuho","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/twitter.png","twitter.png","Imagenes\twitter.png","C:\Ispol\util\Ayuda\Imagenes\twitter.png","nes/facebook30x30.png"" border=""0"" height=""30"" width=""30"" /> </a> <a href=""http://twitter.com/IstramBuhodra""><img src=""Imagenes/twitter.png"" border=""0"" height=""30"" width=""30"" /></a></span> </td> </tr> </tbody> </table>","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_interactivo1.png","editar_ali_interactivo1.png","Imagenes\editar_ali_interactivo1.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_interactivo1.png","0"" cellpadding=""0"" cellspacing=""2""> <tbody> <tr> <td style=""vertical-align: top;""><img src=""Imagenes/editar_ali_interactivo1.png"" style=""width: 250px; height: 192px;"" alt="""" /><br /> </td>","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_interactivo2.png","editar_ali_interactivo2.png","Imagenes\editar_ali_interactivo2.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_interactivo2.png","ight: 192px;"" alt="""" /><br /> </td> <td style=""vertical-align: top; text-align: center;""><img src=""Imagenes/editar_ali_interactivo2.png"" style=""width: 273px; height: 143px;"" alt="""" /><br /> </td>","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_interactivo.png","editar_ali_interactivo.png","Imagenes\editar_ali_interactivo.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_interactivo.png","<br /> </span></span> <div style=""text-align: center;""><span class=""Parrafo""><span class=""Parrafo""><img src=""Imagenes/editar_ali_interactivo.png"" style=""width: 309px; height: 204px;"" alt="""" /></span></span><br /> <spa","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editable_simbolo_lil.png","editable_simbolo_lil.png","Imagenes\editable_simbolo_lil.png","C:\Ispol\util\Ayuda\Imagenes\editable_simbolo_lil.png","ellspacing=""2""> <tbody> <tr> <td style=""vertical-align: top; text-align: center;""><img src=""Imagenes/editable_simbolo_lil.png"" style=""width: 34px; height: 34px;"" alt="""" /><br style=""color: rgb(0, 0, 7);"" />","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/icono_toolbarEstandar_nuevo.png","icono_toolbarEstandar_nuevo.png","Imagenes\icono_toolbarEstandar_nuevo.png","C:\Ispol\util\Ayuda\Imagenes\icono_toolbarEstandar_nuevo.png","7);"" /> Bloc de notas<br /> </td> <td style=""vertical-align: top; text-align: center;""><img src=""Imagenes/icono_toolbarEstandar_nuevo.png"" style=""width: 33px; height: 34px;"" alt="""" /><br /> Inicializar datos<br","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/cargar_fichero.png","cargar_fichero.png","Imagenes\cargar_fichero.png","C:\Ispol\util\Ayuda\Imagenes\cargar_fichero.png","lizar datos<br /> </td> </tr> <tr> <td style=""text-align: center;""><img src=""Imagenes/cargar_fichero.png"" style=""width: 34px; height: 34px;"" alt="""" align=""middle"" /><br /> Cargar fichero .ali","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/guardar_fichero.png","guardar_fichero.png","Imagenes\guardar_fichero.png","C:\Ispol\util\Ayuda\Imagenes\guardar_fichero.png","ight: 34px;"" alt="""" align=""middle"" /><br /> Cargar fichero .ali</td> <td style=""text-align: center;""><img src=""Imagenes/guardar_fichero.png"" style=""width: 34px; height: 34px;"" alt="""" /><br /> Guardar fichero .ali</td>","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/icono_guardar_linea_lib.png","icono_guardar_linea_lib.png","Imagenes\icono_guardar_linea_lib.png","C:\Ispol\util\Ayuda\Imagenes\icono_guardar_linea_lib.png","/><br /> Guardar fichero .ali</td> </tr> <tr> <td style=""text-align: center;""><img src=""Imagenes/icono_guardar_linea_lib.png"" style=""width: 20px; height: 20px;"" alt="""" /><br /> Guardar en librería segun","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/borrar_fichero.png","borrar_fichero.png","Imagenes\borrar_fichero.png","C:\Ispol\util\Ayuda\Imagenes\borrar_fichero.png","t: 20px;"" alt="""" /><br /> Guardar en librería segunda o tercera</td> <td style=""text-align: center;""><img src=""Imagenes/borrar_fichero.png"" style=""width: 34px; height: 34px;"" alt="""" /><br /> Borrar dibujo .ali</td>","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/icono_aviso.png","icono_aviso.png","Imagenes\icono_aviso.png","C:\Ispol\util\Ayuda\Imagenes\icono_aviso.png","0"" cellpadding=""2"" cellspacing=""2""> <tbody> <tr> <td style=""vertical-align: top;""><img src=""Imagenes/icono_aviso.png"" style=""width: 32px; height: 32px;"" alt="""" /><br /> </td> <td st","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editor_ali_nombreeje.png","editor_ali_nombreeje.png","Imagenes\editor_ali_nombreeje.png","C:\Ispol\util\Ayuda\Imagenes\editor_ali_nombreeje.png","<br /> </span></span> <div style=""text-align: center;""><span class=""Parrafo""><span class=""Parrafo""><img src=""Imagenes/editor_ali_nombreeje.png"" style=""width: 448px; height: 177px;"" alt="""" /></span></span><a name=""nombre_del_","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_alineaciones.png","editar_ali_alineaciones.png","Imagenes\editar_ali_alineaciones.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_alineaciones.png","ulo_2"">Alineaciones: P.tangencia</span>: <br /> <br /> </a> <div style=""text-align: center;""><img src=""Imagenes/editar_ali_alineaciones.png"" style=""width: 375px; height: 434px;"" alt="""" /><br /> </div> <br","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_alineacion_punto_tg_ejemplo.png","editar_ali_alineacion_punto_tg_ejemplo.png","Imagenes\editar_ali_alineacion_punto_tg_ejemplo.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_alineacion_punto_tg_ejemplo.png","Archivo"">espa4.ali</span>.<br /> </li> </ul> <br /> <div style=""text-align: center;""><img src=""Imagenes/editar_ali_alineacion_punto_tg_ejemplo.png"" style=""width: 485px; height: 282px;"" alt="""" /><br /> </","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_alineaciones_punto_central.png","editar_ali_alineaciones_punto_central.png","Imagenes\editar_ali_alineaciones_punto_central.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_alineaciones_punto_central.png","r /> <br /> </a> <div style=""text-align: center;""><span class=""Parrafo""><span class=""Parrafo""><img src=""Imagenes/editar_ali_alineaciones_punto_central.png"" style=""width: 487px; height: 382px;"" alt="""" /></span></span><a","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_alineaciones_punto_central_ejemplo.png","editar_ali_alineaciones_punto_central_ejemplo.png","Imagenes\editar_ali_alineaciones_punto_central_ejemplo.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_alineaciones_punto_central_ejemplo.png","1CEL_Inter.ali</span>.<br /> </li> </ul> <ul> <li><span style=""font-weight: bold;""><img src=""Imagenes/editar_ali_alineaciones_punto_central_ejemplo.png"" style=""width: 224px; height: 204px;"" alt="""" align=""righ","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_alineaciones_punto_central_ejemplo_2.png","editar_ali_alineaciones_punto_central_ejemplo_2.png","Imagenes\editar_ali_alineaciones_punto_central_ejemplo_2.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_alineaciones_punto_central_ejemplo_2.png","dependiente de las clotoides.</span> </li> </ul> <ul> <li><span style=""font-weight: bold;""><img src=""Imagenes/editar_ali_alineaciones_punto_central_ejemplo_2.png"" style=""width: 212px; height: 190px;"" alt="""" align=""ri","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_puntos_singulares.png","editar_ali_puntos_singulares.png","Imagenes\editar_ali_puntos_singulares.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_puntos_singulares.png","lo_2"">Puntos singulares: TE, EC...</span>:<br /> <br /> </a> <div style=""text-align: center;""><img src=""Imagenes/editar_ali_puntos_singulares.png"" style=""width: 563px; height: 203px;"" alt="""" /><br /> </div>","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_puntos_sing_ejemplo.png","editar_ali_puntos_sing_ejemplo.png","Imagenes\editar_ali_puntos_sing_ejemplo.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_puntos_sing_ejemplo.png","> <br /> </span></span> <div style=""text-align: center;""><span class=""Parrafo""><span class=""Parrafo""><img src=""Imagenes/editar_ali_puntos_sing_ejemplo.png"" style=""width: 484px; height: 280px;"" alt="""" /></span></span><br />","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_puntos_sing_simbolo_tipo.png","editar_ali_puntos_sing_simbolo_tipo.png","Imagenes\editar_ali_puntos_sing_simbolo_tipo.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_puntos_sing_simbolo_tipo.png","s=""Parrafo""><span class=""Parrafo"" /></span></div> <span class=""Parrafo""><span class=""Parrafo""><br /> <img src=""Imagenes/editar_ali_puntos_sing_simbolo_tipo.png"" style=""width: 212px; height: 127px;"" alt="""" align=""right"" hspace=","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_puntos_sing_modo.png","editar_ali_puntos_sing_modo.png","Imagenes\editar_ali_puntos_sing_modo.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_puntos_sing_modo.png","tyle=""text-align: center;""><span class=""Parrafo""><span class=""Parrafo""><span class=""Parrafo""><span class=""Parrafo""><img src=""Imagenes/editar_ali_puntos_sing_modo.png"" style=""width: 285px; height: 40px;"" alt="""" /></span></span></span></span>","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_codos.png","editar_ali_codos.png","Imagenes\editar_ali_codos.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_codos.png","/> </span></span> </a> <div style=""text-align: center;""><span class=""Parrafo""><span class=""Parrafo""><img src=""Imagenes/editar_ali_codos.png"" style=""width: 447px; height: 155px;"" alt="""" /><br /> <span class=""Parrafo""><s","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_codos_ejemplo.png","editar_ali_codos_ejemplo.png","Imagenes\editar_ali_codos_ejemplo.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_codos_ejemplo.png","""><br /> </span></span> <div style=""text-align: center;""><span class=""Parrafo""><span class=""Parrafo""><img src=""Imagenes/editar_ali_codos_ejemplo.png"" style=""width: 317px; height: 250px;"" alt="""" /></span></span><br /> <s","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_alzado.png","editar_ali_alzado.png","Imagenes\editar_ali_alzado.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_alzado.png","zado""><span class=""Titulo_2"">Alzado</span><br /> <br /> </a> <div style=""text-align: center;""><img src=""Imagenes/editar_ali_alzado.png"" style=""width: 609px; height: 504px;"" alt="""" /><br /> </div> <span cla","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_alzado_ejemplo.png","editar_ali_alzado_ejemplo.png","Imagenes\editar_ali_alzado_ejemplo.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_alzado_ejemplo.png","tyle=""text-align: center;""><span class=""Parrafo""><span class=""Parrafo""><span class=""Parrafo""><span class=""Parrafo""><img src=""Imagenes/editar_ali_alzado_ejemplo.png"" style=""width: 277px; height: 292px;"" alt="""" /></span></span></span></span><","exact_path"
"C:\Ispol\util\Ayuda\OL_ficheros_ali.html","Imagenes/editar_ali_cotaroja.png","editar_ali_cotaroja.png","Imagenes\editar_ali_cotaroja.png","C:\Ispol\util\Ayuda\Imagenes\editar_ali_cotaroja.png","tyle=""text-align: center;""><span class=""Parrafo""><span class=""Parrafo""><span class=""Parrafo""><span class=""Parrafo""><img src=""Imagenes/editar_ali_cotaroja.png"" style=""width: 399px; height: 79px;"" alt="""" /></span></span></span></span><br />","exact_path"
